id,name,country_id,year_began,year_ended,notes,url
3672,D.C. Conspiracy,225,2007,NULL,NULL,http://www.dcconspiracy.com/
3673,Animus,225,1995,NULL,Animus POB 1267 FDR Station New York NY 10022-1267,NULL
3674,ZuZupetal Press Inc.,225,1993,1994,ZuZupetal Press Inc. P.O. Box 3986 Chula Vista CA 91909,NULL
3675,Superior Junk Comics,225,1993,1994,Superior Junk Comics P.O. Box 421 Windham ME 04062,NULL
3676,Miller Publishing Company,225,1989,NULL,Miller Publishing Company (Billie G. Miller) 209 South 2nd Street Watseka Illinois 60970.,NULL
3677,McNeil Entrepreneurs Inc.,225,1987,NULL,McNeil Entrepreneurs Inc. (Pierre R. McNeil) P.O. Box 544 Riverdale GA 30274.,NULL
3679,Silver Tongue Inc.,225,1994,1994,Silver Tongue Inc. 741 Grefer Ave. Harvey LA 70058.,NULL
3680,Factory Comics,225,1996,1996,Factory Comics (Peter Forystek) P.O. Box 2366 Los Angeles CA 90078,NULL
3681,Fantasy Graphics,225,1983,1983,Fantasy Graphics P.O. Box 1334 Cedar Rapids Iowa 52406,NULL
3682,Dark Planet Productions Inc.,225,2004,2004,NULL,http://www.darkplanet.biz
3683,Walter J. Wentz,225,2007,2007,NULL,NULL
3685,Cosmicolor Publishing,36,1948,1948,Short-lived Canadian reprint publisher who reprinted Novelty Press comics.Some Novelty Press covers ended up being published by Bell Features later as well (though under different titles than the originals for instance Marvel Boy (Bell Features 1951 series) #43). It's unknown if there is any relationship between Cosmicolor and Bell.,NULL
3686,Dead Dog Comics,225,2003,2003,NULL,NULL
3687,Gorillahead Comics,225,2005,NULL,Gorillahead Comics LLC5406 16th St N.Saint Cloud MN 56303,http://www.gorillaheadcomics.com/
3688,Deadly World Productions,225,2006,2006,NULL,NULL
3689,United Fanzine Organization,225,2005,2007,NULL,NULL
3690,Mattel,225,1986,1986,Toy manufacturer of Barbie Masters of the Universe and more.  Some toys included minicomics.  Address is Hawthorne CA 90250.,http://www.mattel.com
3691,Raw Books,225,1979,1986,Self publishing by Art Spiegelman and Francoise Mouly.,NULL
3692,01 Comics,225,2005,NULL,Publisher owner of printers of comics Ka-Blam.,http://01comics.com/
3693,Deep-Sea Comics,36,1996,1998,NULL,NULL
3694,The Handcraft Guild,225,NULL,NULL,NULL,NULL
3695,Making Comics Studios,225,NULL,NULL,NULL,http://www.makingcomicsstudios.com
3696,Jitterbug Press,225,1993,1996,Jitterbug Press (Kristine M. Brennan) 1315 Dwight Way Suite L Berkeley CA 94702,NULL
3697,A.D. Vision,225,1990,2009,Address:Southwest Plaza Building.5750 Bintliff #217Houston Texas 77036,http://www.advfilms.com/
3699,Meet Danny Ocean,225,1997,NULL,Meet Danny Ocean P.O. Box 383286 Cambridge MA 02238.,NULL
3701,Golden Realm Unlimited,225,1992,1994,Address:FDR StationP.O. Box 671New York NY 10150,NULL
3703,Spindrift Studios,225,1994,NULL,Spindrift Studios P.O. Box 1483 Sherman Texas 75091,NULL
3704,Little Idylls,225,1995,NULL,Little Idylls P.O. Box 20553 Seattle WA 98102,NULL
3705,Trinity Comic Ministries,225,1993,NULL,Trinity Comic Ministries 5820 Hickory Street #14 Callaway Florida 32404. Non-profit organization.,NULL
3706,Duke Center For the Study of the Public Domain,225,2007,NULL,NULL,NULL
3707,DC; Wizard,225,1994,2004,Various Wizard 1/2 issues published with DC,NULL
3708,Worden & Childs,225,1964,1964,NULL,NULL
3709,Bambury Fashions,225,1947,1947,NULL,NULL
3711,Zen/Archie,225,1992,1992,NULL,NULL
3712,Daystar Studios,225,2007,2008,NULL,http://www.daystar-studios.com
3714,General Motors,225,1948,1950,"Published under name ""GM Information Rack Service"" by Employee Relations Staff.  One title was published in 1962 but it is uncertain if it was a comic book.",NULL
3715,Belda Record & Publ. Co.,225,NULL,NULL,NULL,NULL
3716,Gateway Educational Products Ltd,225,1987,2007,The creators of Hooked On Phonics,NULL
3717,Mile High Comics,225,1980,NULL,NULL,NULL
3718,Superlith Inc.,225,1978,1978,Kenneth R. Seppi President and Publisher St. Petersburg Florida,NULL
3719,Amurol Products,225,1981,1981,published 6 Bubbles Mini comics with Marvel Comics and Archie Publications.,NULL
3723,Silent Devil Productions,225,1996,NULL,NULL,http://www.silentdevil.com
3724,Weissman,225,1995,1996,Self publishing effort by Steven Weissman,NULL
3725,Nostalgia Inc. [Don Maris Comics],225,1973,1975,"Neither the ""Best of...Captain Marvel"" nor ""Comic Reprints"" actually said ""Nostalgia' Inc."" in them (except Air Fighters #2).  They were all Don Maris' books though so tying them to Nostalgia Inc. (Maris' company) makes sense.He also published ""Remember When"" ""Nostalgia News"" and ""Yesterday's Comics"" that reprinted old strip the Captain Marvel and the Monster Society of Evil comic serial and had information about old movies OTR movie serials etc.  These may have lasted past the 1975 date but the complete comic reprints ended in 1975.",NULL
3729,Amryl Entertainment,225,2001,NULL,Series listed up to 2010,NULL
3730,TSC Comics,225,1994,1994,NULL,NULL
3731,Out Of The Blue Productions,225,1991,1995,NULL,NULL
3733,Graphic Serials,225,NULL,NULL,No dates given for publication.,NULL
3734,Double Edge Publishing,225,1991,1995,NULL,NULL
3738,Gary Lankford,225,1987,NULL,Gary Lankford P.O. Box 86 Richland IA 52585.,NULL
3739,Suffolk Downs,225,1970,1970,NULL,NULL
3740,Lexy Produzioni,106,2001,NULL,NULL,http://www.lexyproduktion.com
3741,Shonen Jump,225,1995,NULL,NULL,NULL
3742,Holt Rinehart and Winston,225,1960,1985,Founded in 1866 by Henry Holt and Frederick Leypoldt Henry Holt and Co. merged in 1960 with Rinehart & Company and the John C. Winston Company to become Holt Rinehart and Winston. In 1985 the retail publishing arm along with the Henry Holt and Co. name was sold to the Georg von Holtzbrinck Publishing Group which has retained Holt as a subsidiary of its Macmillan Publishers publishing under its original name (2013).  Some book titles published pre-1985 may change publishers with subsequent printings.,NULL
3743,PV Comics,225,2004,2007,NULL,http://www.pvcomics.com
3744,Walter T. Foster,225,1931,1998,Full name: Walter Thomas Foster.,NULL
3746,Schibsted,189,2006,2009,Kallas bara för Schibsted. Schibsted Förlagen AB är namnet i indiciet.Full Stop Media Svenska Förlaget och Boknöje uppgick i Schibsted 2006.,NULL
3747,Lars Engnell,189,NULL,NULL,Fanzinutgivare Östersund,NULL
3748,Peter Johnsson,189,NULL,NULL,Fanzinutgivare Skurup,NULL
3749,Mats Johansson,189,NULL,NULL,Fanzinutgivare Farsta,NULL
3750,Mui Lieng,189,NULL,NULL,Fanzinutgivare Malmö,NULL
3751,Daniel Novakovic,189,NULL,NULL,Fanzinutgivare Malmö,NULL
3752,Home Made Comics; Ola Forssblad,189,NULL,NULL,Fanzinutgivare Haninge,NULL
3753,Jonas Nebrelius,189,NULL,NULL,Fanzinutgivare Staffanstorp,NULL
3754,Jonas Lannergård,189,NULL,NULL,Fanzinutgivare Uppsala,NULL
3755,Lars-Ove Wåhlander,189,NULL,NULL,Fanzinutgivare Järfälla,NULL
3756,Tomas Nilsson,189,NULL,NULL,Fanzinutgivare Trelleborg,NULL
3757,Andreas Nilsson,189,NULL,NULL,Fanzineutgivare Åseda,NULL
3758,Mats Edlund,189,NULL,NULL,Fanzineutgivare Sundsvall,NULL
3759,Patrik Rörström,189,NULL,NULL,Fanzineutgivare Växjö,NULL
3760,Pisang förlag,189,NULL,NULL,Fanzineutgivare Stockholm,NULL
3761,Jens Harrison,189,NULL,NULL,Fanzineutgivare Staffanstorp,NULL
3762,Elever på Serietecknarskolan i Hofors,189,NULL,NULL,Fanzineutgivare Hofors,NULL
3763,Thomas Henriksson; Gunnar Krantz,189,NULL,NULL,Fanzineutgivare Stockholm,NULL
3764,Johnny Benjaminsson,189,NULL,NULL,Fanzineutgivare Borås,NULL
3765,Fredrik Kjellin,189,NULL,NULL,Fanzineutgivare Uppsala,NULL
3766,Erik Bäcklund,189,NULL,NULL,Fanzineutgivare Västerås,NULL
3767,Bullhead Comix; Stefan Nagy,189,NULL,NULL,Fanzineutgivare Arboga,NULL
3768,Anders Berglund; Stefan Diös,189,NULL,NULL,Fanzineutgivare Stockholm,NULL
3769,Antenntion,189,NULL,NULL,Fanzineutgivare Göteborg,NULL
3770,Daniel Markstedt,189,NULL,NULL,Fanzineutgivare Uppsala,NULL
3771,Gunnar Krantz,189,NULL,NULL,Fanzineutgivare,NULL
3772,Jonatan Olsson,189,NULL,NULL,Fanzineutgivare Mölnlycke,NULL
3773,Feature Publications [Canadian],36,1944,1944,NULL,NULL
3774,Rasmus Gran,189,NULL,NULL,Fanzineutgivare Malmö,NULL
3775,Krossa samhället innifrån; Sören Nilsson,189,NULL,NULL,Fanzineutgivare Skärblacka,NULL
3776,Erik Törnkvist; Björn Wallin,189,NULL,NULL,Fanzineutgivare Munka-Ljungby,NULL
3777,Tomas Grönlund,189,NULL,NULL,Fanzineutgivare Göteborg,NULL
3778,Jörgen Knutsson; Erik Nilsson,189,NULL,NULL,Fanzineutgivare Lund och Saltsjö-Boo,NULL
3779,Berit Viklund,189,NULL,NULL,Fanzineutgivare Skellefteå,NULL
3780,Gyckel comix,189,NULL,NULL,Fanzineutgivare Karlstad,NULL
3781,Göran Berselius,189,NULL,NULL,Fanzineutgivare Åkersberga,NULL
3782,Klöver comix; Klöver comics,189,NULL,NULL,Fanzineutgivare Limmared,NULL
3783,Daniel Ahlgren,189,NULL,NULL,Fanzineutgivare Malmö,NULL
3784,Ulf Johansson; Johannes Nilsson,189,NULL,NULL,Fanzinutgivare Karlstad och Järna,NULL
3786,Seriefrämjandet lokalförening i Jönköping; Banzai! intermedia,189,NULL,NULL,Fanzinutgivare,NULL
3787,Taint comix,189,NULL,NULL,Fanzinutgivare Karlstad,NULL
3788,Mats Erland Larsson,189,NULL,NULL,Fanzinutgivare Sandviken,NULL
3789,Nicklas Örnros,189,NULL,NULL,Fanzinutgivare Silverdalen,NULL
3790,Benzin intermedia,189,NULL,NULL,Fanzinutgivare Landskrona,NULL
3791,Bernt Hanson,189,NULL,NULL,Fanzinutgivare Göteborg,NULL
3792,Magnus Olsson,189,NULL,NULL,Fanzinutgivare Landvetter,NULL
3793,Håkan Boström,189,NULL,NULL,Fanzinutgivare Stockholm,NULL
3794,Thomas Olsson,189,NULL,NULL,Fanzinutgivare Falun,NULL
3795,Calle Berg,189,NULL,NULL,Fanzinutgivare Göteborg,NULL
3796,Peter Stenberg,189,NULL,NULL,Fanzinutgivare Malmö,NULL
3797,Steven Hägg,189,NULL,NULL,Fanzinutgivare Bollnäs,NULL
3798,Micke Carlson; Jens Jonsson,189,NULL,NULL,Fanzinutgivare Visby och Obbola,NULL
3799,Tommy Andersson; Bosse Eriksson,189,NULL,NULL,Fanzinutgivare Handen och Sollentuna,NULL
3800,Fredrik Sjöholm,189,NULL,NULL,Fanzinutgivare Enskede,NULL
3801,Hjalmar Mann,189,NULL,NULL,Fanzinutgivare Enskede,NULL
3802,Independent comics,189,NULL,NULL,Fanzinutgivare Johan Sonestedt Strängnäs,NULL
3803,Igor Comix,189,NULL,NULL,Fanzinutgivare Johan Wanloo Hönö,NULL
3804,Ego Center,189,NULL,NULL,Fanzinutgivare Erik Nilsson Saltsjö-Boo,NULL
3805,Balder Comic Press,189,NULL,NULL,Fanzinutgivare Mikael Schirén Lammhult,NULL
3806,Högström,189,NULL,NULL,Fanzinutgivare Stockholm,NULL
3807,Bildgruppen Ullpumpen,189,NULL,NULL,Fanzinutgivare Julie Leonardsson Handen,NULL
3808,Magnus Larsson,189,NULL,NULL,Fanzinutgivare Malmö,NULL
3809,Kyrkans ungdom i Vaksala,189,NULL,NULL,Fanzinutgivare Malmö,NULL
3810,Anders Jonsson,189,NULL,NULL,Fanzinutgivare Oskarshamn,NULL
3811,Erectiones illustradas,189,NULL,NULL,Fanzinutgivare Mikael Tomasic Partille,NULL
3812,Henrik Bromander,189,NULL,NULL,Fanzinutgivare Växjö,NULL
3813,Ulf Johansson,189,NULL,NULL,Fanzinutgivare Karlstad,NULL
3814,Trash Comix,189,NULL,NULL,Fanzinutgivare Kristian Larsson och Peter Olofsson Karlstad,NULL
3815,Lars-Göran Nilsson,189,NULL,NULL,Fanzinutgivare Järna,NULL
3816,Banzai! intermedia,189,NULL,NULL,Fanzinutgivare,NULL
3817,Jimmy Almén; Jens Prenke,189,NULL,NULL,Fanzinutgivare Kista,NULL
3818,"Mikael ""Leo"" Karlsson",189,NULL,NULL,Fanzinutgivare Malmö,NULL
3819,Juha Immonen,189,NULL,NULL,Fanzinutgivare Gustavsberg,NULL
3820,Martin Samuelsson,189,NULL,NULL,Fanzinutgivare Strömstad,NULL
3821,Oskar Aspman; Mattias Elftorp; Jacob Kindstedt; Daniel Novakovic,189,2001,2001,Fanzinutgivare Malmö,NULL
3822,Stefan Nagy,189,NULL,NULL,Fanzinutgivare Arboga,NULL
3823,Red Visions,189,NULL,NULL,Fanzinutgivare Oskar Aspman Sandviken,NULL
3824,Lars Iselid,189,NULL,NULL,Fanzinutgivare Skellefteå,NULL
3825,Henric Grubbström,189,NULL,NULL,Fanzinutgivare,NULL
3826,Coco Moodysson,189,NULL,NULL,Fanzinutgivare Malmö,NULL
3827,Staffan Melin,189,NULL,NULL,Fanzinutgivare Huddinge,NULL
3828,Ulf Österström,189,NULL,NULL,Fanzinutgivare Karlskrona,NULL
3829,Henrik Winskog; Klöver comix,189,NULL,NULL,Fanzinutgivare Henrik Winskog och Mikael Tegebjer Motala och Katrineholm,NULL
3830,Sören Nilsson,189,NULL,NULL,Fanzinutgivare Skärblacka,NULL
3831,Pidde Andersson; Magnus Hulterström,189,NULL,NULL,Fanzinutgivare Landskrona och Örebro,NULL
3832,Acme enterprise,189,NULL,NULL,Fanzinutgivare Ingwar Einebrandt Svenstavik,NULL
3833,Mats Grönvik; Jakob Nilsson,189,NULL,NULL,Fanzinutgivare,NULL
3834,Eternal comics,189,NULL,NULL,Fanzinutgivare Janne Murevärn Strängnäs,NULL
3835,Peter Bengtsson,189,NULL,NULL,Fanzinutgivare Borås,NULL
3836,Jonas Olsson; Robert Weichbrodt,189,NULL,NULL,Fanzinutgivare Stockholm,NULL
3837,Supernova,189,NULL,NULL,Fanzinutgivare Stefan Hedmark och Joakim Hertze Karlskrona,NULL
3838,Hans Sidén,189,NULL,NULL,Fanzinutgivare Sävedalen,NULL
3839,Löjl förlag,189,NULL,NULL,Fanzinutgivare Ulf Johansson och David Liljemark Karlstad,NULL
3840,Simon Gärdenfors,189,NULL,NULL,Fanzinutgivare Malmö,NULL
3841,Viktor Arve; Simon Gärdenfors; Calle Thörn,189,NULL,NULL,Fanzinutgivare; Luleå Lund och Hjärup,NULL
3842,Rare Zombie Press,189,NULL,NULL,Fanzinutgivare; Peter Danielsson; Örebro,NULL
3843,DC=Data,56,NULL,NULL,NULL,NULL
3844,Bull Comix; Bull Comics,189,NULL,NULL,Fanzinutgivare; Ferdinand Kjellin; Falun,NULL
3845,Håkan Björling,189,NULL,NULL,Fanzinutgivare; Stockholm,NULL
3846,Joakim Gunnarsson,189,NULL,NULL,Fanzinutgivare; Malmö,NULL
3847,Tony Eriksson,189,NULL,NULL,Fanzinutgivare; Eskilstuna,NULL
3848,John Andersson; Niklas Nenzén,189,NULL,NULL,Fanzinutgivare; Stockholm,NULL
3849,Real Comics,189,NULL,NULL,Fanzinutgivare; Kristinehamn och Degerfors,NULL
3850,Håkan Lindgren,189,NULL,NULL,Fanzinutgivare; Vällingby,NULL
3851,Carl Johansson; Martin Lennartsson; Nicklas Persson,189,NULL,NULL,Fanzinutgivare; Ystad,NULL
3852,Daniel Tjernberg,189,NULL,NULL,Fanzinutgivare; Örsundsbro,NULL
3853,John Holmvall,189,NULL,NULL,Fanzinutgivare; Robertsfors,NULL
3854,Amorfa biskvier,189,NULL,NULL,Fanzinutgivare; Fredrik Jonsson; Nordmaling,NULL
3856,Peter Danielsson; Björn Schagerström,189,NULL,NULL,Fanzinutgivare; Örebro,NULL
3857,Henrik Lange,189,NULL,NULL,Fanzinutgivare; Göteborg,NULL
3858,Per Godin; Per Sörensen,189,NULL,NULL,Fanzinutgivare; Edsbyn,NULL
3859,Pär Olsson,189,NULL,NULL,Fanzinutgivare; Nynäshamn,NULL
3860,Jävelnina produktioner,189,NULL,NULL,Fanzinutgivare; Nina Lahtinen; Hofors,NULL
3861,Jonni Jutlöv; Jomi Jutlöv,189,NULL,NULL,Fanzinutgivare; Farsta,NULL
3862,David Polfeldt,189,NULL,NULL,Fanzinutgivare; Lund,NULL
3863,Patrik Berglund,189,NULL,NULL,Fanzinutgivare; Uppsala,NULL
3864,Daniel Ahlgren; Stefan Harrysson,189,NULL,NULL,Fanzinutgivare; Sölvesborg,NULL
3865,Laboratoriet,189,NULL,NULL,Fanzinutgivare; Tomas Zackarias Westberg; Stockholm,NULL
3866,Per Sköld,189,NULL,NULL,Fanzinutgivare; Markaryd,NULL
3867,David Rungstad,189,NULL,NULL,Fanzinutgivare; Örnsköldsvik,NULL
3868,Evolutionsgruppen,189,NULL,NULL,Fanzinutgivare; Stefan Petrini Klas Thuresson; Sandviken,NULL
3869,Erik Törnkvist,189,NULL,NULL,Fanzinutgivare; Munka-Ljungby,NULL
3870,FOTS; Föreningen om tecknade serier,189,NULL,NULL,Fanzinutgivare; Peter Bengtsson; Borås,NULL
3871,Thomas Fels; David Liljemark,189,NULL,NULL,Fanzinutgivare; Linköping och Karlstad,NULL
3872,Lars Sjunnesson,189,NULL,NULL,Fanzinutgivare; Malmö,NULL
3873,Mellow Comics,189,NULL,NULL,Fanzinutgivare; Sölve Dahlgren; Bjuv,NULL
3874,Anders Bäckström,189,NULL,NULL,Fanzinutgivare; Haparanda och Handen,NULL
3875,Per Kjellsson,189,NULL,NULL,Fanzinutgivare; Angered,NULL
3876,Tok-Erik förlag,189,NULL,NULL,Fanzinutgivare; Erik Bäcklund; Västerås,NULL
3877,Dytsra comix,189,NULL,NULL,Fanzinutgivare; Kristoffer Ekman; Bromma och Norrköping,NULL
3878,Kristoffer Ekman,189,NULL,NULL,Fanzinutgivare; Bromma,NULL
3879,David Liljemark,189,NULL,NULL,Fanzinutgivare; Karlstad,NULL
3880,Peter Axelsson,189,NULL,NULL,Fanzinutgivare; Malmö,NULL
3881,Johan Wanloo,189,NULL,NULL,Fanzinutgivare; Hönö,NULL
3882,Petrus Dahlin; Magnus Jonason,189,NULL,NULL,Fanzinutgivare; Ängelholm och Vaxholm,NULL
3883,Joakim Hertze; Ulf Österström,189,NULL,NULL,Fanzinutgivare; Karlskrona,NULL
3884,Mini Comix Press,189,NULL,NULL,Fanzinutgivare; Ingemar Bengtsson Anders Grönlund; Hällingsjö och Göteborg,NULL
3885,John Johansson,189,NULL,NULL,Fanzinutgivare; Linneryd,NULL
3886,Comic Star,189,NULL,NULL,Fanzinutgivare; Mikael Schirén; Lammhult,NULL
3887,Axel Tagg,189,NULL,NULL,Fanzinutgivare; Göteborg,NULL
3888,Stefan Harrysson,189,NULL,NULL,Fanzinutgivare; Sölvesborg,NULL
3889,Jörgen Svensson,189,NULL,NULL,Fanzinutgivare; Malmö,NULL
3890,Stefan Laarm,189,NULL,NULL,Fanzinutgivare; Jönköping,NULL
3891,Björn Schagerström,189,NULL,NULL,Fanzinutgivare; Örebro,NULL
3892,Mattson,189,NULL,NULL,Fanzinutgivare; Göteborg,NULL
3893,Pia Gelin,189,NULL,NULL,Fanzinutgivare; Stockholm,NULL
3894,Linus Pettersson,189,NULL,NULL,Fanzinutgivare; Malmö,NULL
3895,Micke Carlson,189,NULL,NULL,Fanzinutgivare; Visby,NULL
3896,Andreas Ericsson; Daniel Karlsson; Johan Sonestedt,189,NULL,NULL,Fanzinutgivare; Strängnäs,NULL
3897,Tilt comix,189,NULL,NULL,Fanzinutgivare; Tobias Leander; Lund,NULL
3898,Gunnar Krantz; Kamilla Rydahl,189,NULL,NULL,Fanzinutgivare; Malmö,NULL
3899,Gun Point Comics,189,NULL,NULL,Fanzinutgivare; Mikael Andersson; Sala,NULL
3900,Ingemar Bengtsson,189,NULL,NULL,Fanzinutgivare; Hällingsjö,NULL
3901,Anders Suneson,189,NULL,NULL,Fanzinutgivare,NULL
3902,Elever på Forsbergs skola för grafisk design,189,NULL,NULL,Fanzinutgivare; Pia Nygren Carlsson; Stockholm,NULL
3903,Sagor & swing produktioner,189,NULL,NULL,Fanzinutgivare; Eric Malmberg; Insjön,NULL
3904,Z förlag,189,NULL,NULL,Fanzinutgivare; Lars Andreasson Maria Hörtin Janica Nygren Mats Wänblad; Stockholm,NULL
3905,Simon Gärdenfors; Calle Thörn,189,NULL,NULL,Fanzinutgivare; Malmö,NULL
3906,Black & White,189,NULL,NULL,Fanzinutgivare; Peter Bengtsson; Vänersborg,NULL
3907,Hans Westlund,189,NULL,NULL,Fanzinutgivare; Kumla,NULL
3908,Anders Hansson,189,NULL,NULL,Fanzinutgivare; Lund,NULL
3909,Fifth Son Comics,189,NULL,NULL,Fanzinutgivare; Johannes Streith; Falköping och Gävle,NULL
3910,Magnus Jonason,189,NULL,NULL,Fanzinutgivare; Vaxholm och Stockholm,NULL
3911,Peter Häger,189,NULL,NULL,Fanzinutgivare; Färnäs,NULL
3912,Knut Larsson,189,NULL,NULL,Fanzinutgivare; Stockholm,NULL
3913,Per Vedin,189,NULL,NULL,Fanzinutgivare; Stockholm,NULL
3914,Fiasco Comics,225,1994,NULL,NULL,NULL
3916,Peter Wheat Bread and Bakers Associates,225,1948,1956,Books may have been created and/or packaged by Western Publishing.  Also known as Bakers Associates Inc.,NULL
